Siparis_ID,Siparis_Tarihi,Sevk_Tarihi,Musteri_ID,Musteri_Ismi,Segment,Bolge,Sehir,Ilce,Urun_ID,Kategori,Alt_Kategori,Urun_Adi,Satis,Kar
TU-2017-PK9075134-41822,02/07/2017,02/07/2017,PK-9075134,Pete Kriz,Tüketici,Marmara,İstanbul,Kadıköy,TEC-PH-5841,Teknoloji,Telefon,Samsung Smart Phone. VoIP,254.50,32.66
TU-2017-PK9075134-41822,02/07/2017,02/07/2017,PK-9075134,Pete Kriz,Tüketici,Marmara,İstanbul,Kartal,TEC-AC-5221,Teknoloji,Aksesuar,Memorex Numeric Keypad. Erganomic,74.74,-8.22
TU-2017-PK9075134-41822,02/07/2017,02/07/2017,PK-9075134,Pete Kriz,Tüketici,Marmara,İstanbul,Kartal,OFF-ST-5691,Ofis Malzemeleri,Depolama,Rogers File Cart. Blue,56.27,3.02
TU-2017-PK9075134-41822,02/07/2017,02/07/2017,PK-9075134,Pete Kriz,Tüketici,Marmara,İstanbul,Kartal,OFF-BI-3722,Ofis Malzemeleri,Cilt,Cardinal Binder. Economy,33.19,-1.19
TU-2017-BP1050134-41823,03/07/2017,09/07/2017,BP-1050134,Barry Pond,Kurumsal,Marmara,İstanbul,Kartal,OFF-AP-3863,Ofis Malzemeleri,Araç Gereç,Cuisinart Coffee Grinder. White,58.80,7.96
TU-2017-BP1050134-41823,03/07/2017,09/07/2017,BP-1050134,Barry Pond,Kurumsal,Marmara,İstanbul,Kartal,TEC-MA-6136,Teknoloji,Makine,StarTech Card Printer. Durable,65.45,7.28
TU-2017-CA1965134-41828,08/07/2017,14/07/2017,CA-1965134,Carol Adams,Kurumsal,İç Anadolu,Ankara,Sincan,FUR-CH-4656,Mobilya,Sandalye,Hon Executive Leather Armchair. Red,183.76,-25.63
TU-2017-CA1965134-41828,08/07/2017,14/07/2017,CA-1965134,Carol Adams,Kurumsal,İç Anadolu,Ankara,Sincan,TEC-PH-5271,Teknoloji,Telefon,Motorola Speaker Phone. Full Size,52.43,4.24
TU-2017-RD9660134-41828,08/07/2017,12/07/2017,RD-9660134,Robert Dilbeck,Ev-Ofis,İç Anadolu,Ankara,Çankaya,OFF-AR-6106,Ofis Malzemeleri,Sanat,Stanley Canvas. Easy-Erase,19.90,5.93
TU-2017-RD9660134-41828,08/07/2017,12/07/2017,RD-9660134,Robert Dilbeck,Ev-Ofis,İç Anadolu,Ankara,Çankaya,OFF-BI-3739,Ofis Malzemeleri,Cilt,Cardinal Index Tab. Economy,21.02,7.42
TU-2017-RD9660134-41828,08/07/2017,12/07/2017,RD-9660134,Robert Dilbeck,Ev-Ofis,İç Anadolu,Ankara,Çankaya,OFF-AR-3544,Ofis Malzemeleri,Sanat,Boston Pencil Sharpener. Fluorescent,11.58,4.12
TU-2017-TT11265134-41830,10/07/2017,14/07/2017,TT-11265134,Tim Taslimi,Kurumsal,Ege,İzmir,Torbalı,TEC-MA-5004,Teknoloji,Makine,Konica Card Printer. White,416.59,154.17
TU-2017-SC10770134-41833,13/07/2017,18/07/2017,SC-10770134,Stewart Carmichael,Kurumsal,Marmara,Bursa,Orhangazi,TEC-PH-3150,Teknoloji,Telefon,Apple Speaker Phone. Cordless,100.92,-5.88
TU-2017-PJ9015134-41842,22/07/2017,26/07/2017,PJ-9015134,Pauline Johnson,Tüketici,Marmara,İstanbul,Bağcılar,TEC-MA-6140,Teknoloji,Makine,StarTech Inkjet. Durable,120.07,17.11
TU-2017-PJ9015134-41842,22/07/2017,26/07/2017,PJ-9015134,Pauline Johnson,Tüketici,Marmara,İstanbul,Bağcılar,OFF-ST-4095,Ofis Malzemeleri,Depolama,Eldon Shelving. Industrial,78.24,11.60
TU-2017-TP11130134-41842,22/07/2017,27/07/2017,TP-11130134,Theone Pippenger,Tüketici,Marmara,İstanbul,Kartal,FUR-FU-6237,Mobilya,Mobilya,Tenex Clock. Duo Pack,80.50,4.30
TU-2017-PJ9015134-41842,22/07/2017,26/07/2017,PJ-9015134,Pauline Johnson,Tüketici,Marmara,İstanbul,Bağcılar,OFF-FA-2950,Ofis Malzemeleri,Sabitleyici,Accos Push Pins. Metal,11.71,2.65
TU-2017-PJ9015134-41842,22/07/2017,26/07/2017,PJ-9015134,Pauline Johnson,Tüketici,Marmara,İstanbul,Bağcılar,OFF-PA-5878,Ofis Malzemeleri,Kağıt,SanDisk Message Books. Premium,19.06,4.22
TU-2017-CS2130134-41843,23/07/2017,28/07/2017,CS-2130134,Chad Sievert,Tüketici,Marmara,İstanbul,Kartal,FUR-CH-4561,Mobilya,Sandalye,Harbour Creations Swivel Stool. Adjustable,876.53,-70.35
TU-2017-AR510134-41845,25/07/2017,01/08/2017,AR-510134,Andrew Roberts,Tüketici,Ege,İzmir,Konak,FUR-CH-5807,Mobilya,Sandalye,SAFCO Swivel Stool. Red,537.41,-13.35
TU-2017-JJ5760134-41849,29/07/2017,03/08/2017,JJ-5760134,Joel Jenkins,Ev-Ofis,Ege,Manisa,Akhisar,FUR-BO-3640,Mobilya,Kitaplık,Bush Library with Doors. Mobile,146.74,12.74
TU-2017-TB11250134-41849,29/07/2017,29/07/2017,TB-11250134,Tim Brockman,Tüketici,İç Anadolu,Sivas,Zara,TEC-AC-3389,Teknoloji,Aksesuar,Belkin Memory Card. Erganomic,270.29,67.57
TU-2017-TB11250134-41849,29/07/2017,29/07/2017,TB-11250134,Tim Brockman,Tüketici,İç Anadolu,Sivas,Zara,OFF-ST-5693,Ofis Malzemeleri,Depolama,Rogers File Cart. Single Width,56.65,8.17
TU-2017-TB11250134-41849,29/07/2017,29/07/2017,TB-11250134,Tim Brockman,Tüketici,İç Anadolu,Sivas,Zara,TEC-MA-6151,Teknoloji,Makine,StarTech Receipt Printer. Durable,44.28,-5.39
TU-2017-TB11250134-41849,29/07/2017,29/07/2017,TB-11250134,Tim Brockman,Tüketici,İç Anadolu,Sivas,Zara,OFF-SU-4320,Ofis Malzemeleri,Sarf Malzemesi,Fiskars Shears. High Speed,19.06,1.24
TU-2017-SB10290134-41852,01/08/2017,05/08/2017,SB-10290134,Sean Braxton,Kurumsal,Akdeniz,Adana,Ceyhan,FUR-BO-3629,Mobilya,Kitaplık,Bush Corner Shelving. Mobile,101.21,-5.55
TU-2017-SB10290134-41852,01/08/2017,05/08/2017,SB-10290134,Sean Braxton,Kurumsal,Akdeniz,Adana,Ceyhan,FUR-CH-4545,Mobilya,Sandalye,Harbour Creations Rocking Chair. Black,115.73,-6.83
TU-2017-SB10290134-41852,01/08/2017,05/08/2017,SB-10290134,Sean Braxton,Kurumsal,Akdeniz,Adana,Ceyhan,TEC-CO-4765,Teknoloji,Fotokopi Makinesi,HP Copy Machine. Color,98.05,6.74
TU-2017-SB10290134-41852,01/08/2017,05/08/2017,SB-10290134,Sean Braxton,Kurumsal,Akdeniz,Adana,Ceyhan,OFF-FA-2943,Ofis Malzemeleri,Sabitleyici,Accos Clamps. Metal,7.80,1.56
TU-2017-CR2820164-41853,02/08/2017,08/08/2017,CR-2820164,Cyra Reiten,Ev-Ofis,D.Anadolu ,Bingöl,Karlıova,TEC-CO-4769,Teknoloji,Fotokopi Makinesi,HP Fax and Copier. Color,418.39,-19.83
TU-2017-MS7530134-41854,03/08/2017,07/08/2017,MS-7530134,MaryBeth Skach,Tüketici,Ege,İzmir,Konak,OFF-ST-4258,Ofis Malzemeleri,Depolama,Fellowes File Cart. Industrial,330.70,-38.58
TU-2017-MS7530134-41854,03/08/2017,07/08/2017,MS-7530134,MaryBeth Skach,Tüketici,Ege,İzmir,Torbalı,OFF-BI-3722,Ofis Malzemeleri,Cilt,Cardinal Binder. Economy,22.13,2.79
TU-2017-JA5970134-41856,05/08/2017,08/08/2017,JA-5970134,Joseph Airdo,Tüketici,Marmara,Bursa,Orhangazi,OFF-ST-5702,Ofis Malzemeleri,Depolama,Rogers Lockers. Single Width,84.66,33.87
TU-2017-MY8295134-41860,09/08/2017,11/08/2017,MY-8295134,Muhammed Yedwab,Kurumsal,Akdeniz,Adana,Ceyhan,FUR-BO-4866,Mobilya,Kitaplık,Ikea Stackable Bookrack. Pine,49.57,12.41
TU-2017-MY8295134-41860,09/08/2017,11/08/2017,MY-8295134,Muhammed Yedwab,Kurumsal,Akdeniz,Adana,Ceyhan,OFF-SU-4131,Ofis Malzemeleri,Sarf Malzemesi,Elite Shears. Easy Grip,19.45,-2.10
TU-2017-MY8295134-41860,09/08/2017,11/08/2017,MY-8295134,Muhammed Yedwab,Kurumsal,Akdeniz,Adana,Ceyhan,OFF-FA-3044,Ofis Malzemeleri,Sabitleyici,Advantus Paper Clips. Assorted Sizes,5.58,1.01
TU-2017-CC2685134-41863,12/08/2017,14/08/2017,CC-2685134,Craig Carroll,Tüketici,Akdeniz,Antalya,Alanya,OFF-BI-6369,Ofis Malzemeleri,Cilt,Wilson Jones 3-Hole Punch. Clear,43.92,5.16
TU-2017-GZ4470134-41863,12/08/2017,16/08/2017,GZ-4470134,Gary Zandusky,Tüketici,Akdeniz,Antalya,Alanya,TEC-MA-5508,Teknoloji,Makine,Okidata Phone. White,34.10,5.32
TU-2017-GZ4470134-41863,12/08/2017,16/08/2017,GZ-4470134,Gary Zandusky,Tüketici,Akdeniz,Antalya,Kepez,OFF-SU-4996,Ofis Malzemeleri,Sarf Malzemesi,Kleencut Trimmer. Steel,16.33,3.99
TU-2017-CC2685134-41863,12/08/2017,14/08/2017,CC-2685134,Craig Carroll,Tüketici,Akdeniz,Antalya,Kepez,OFF-AR-3555,Ofis Malzemeleri,Sanat,Boston Sketch Pad. Water Color,20.71,2.34
TU-2017-CC2145134-41865,14/08/2017,19/08/2017,CC-2145134,Charles Crestani,Tüketici,Akdeniz,Mersin,Silifke,FUR-CH-4544,Mobilya,Sandalye,Harbour Creations Rocking Chair. Adjustable,59.83,4.90
TU-2017-CC2145134-41865,14/08/2017,19/08/2017,CC-2145134,Charles Crestani,Tüketici,Akdeniz,Mersin,Silifke,OFF-EN-4918,Ofis Malzemeleri,Zarf,Jiffy Manila Envelope. Recycled,9.92,2.21
TU-2017-GP4740134-41867,16/08/2017,22/08/2017,GP-4740134,Guy Phonely,Kurumsal,Ege,Manisa,Turgutlu,OFF-AR-6114,Ofis Malzemeleri,Sanat,Stanley Markers. Blue,53.28,8.04
TU-2017-GP4740134-41867,16/08/2017,22/08/2017,GP-4740134,Guy Phonely,Kurumsal,Ege,Manisa,Turgutlu,OFF-EN-4440,Ofis Malzemeleri,Zarf,GlobeWeis Interoffice Envelope. Security-Tint,40.18,8.08
TU-2017-GP4740134-41867,16/08/2017,22/08/2017,GP-4740134,Guy Phonely,Kurumsal,Ege,Manisa,Turgutlu,OFF-AR-6127,Ofis Malzemeleri,Sanat,Stanley Sketch Pad. Fluorescent,36.55,4.25
TU-2017-GP4740134-41867,16/08/2017,22/08/2017,GP-4740134,Guy Phonely,Kurumsal,Ege,Manisa,Turgutlu,OFF-LA-4542,Ofis Malzemeleri,Etiket,Harbour Creations Removable Labels. Adjustable,17.18,2.62
TU-2017-RD9660134-41868,17/08/2017,22/08/2017,RD-9660134,Robert Dilbeck,Ev-Ofis,D.Anadolu ,Elazığ,Merkez,OFF-ST-4095,Ofis Malzemeleri,Depolama,Eldon Shelving. Industrial,39.12,5.80
TU-2017-RD9660134-41868,17/08/2017,22/08/2017,RD-9660134,Robert Dilbeck,Ev-Ofis,D.Anadolu ,Elazığ,Merkez,OFF-AR-6106,Ofis Malzemeleri,Sanat,Stanley Canvas. Easy-Erase,19.90,-1.93
TU-2017-MG7680134-41870,19/08/2017,19/08/2017,MG-7680134,Maureen Gastineau,Ev-Ofis,Marmara,İstanbul,Bağcılar,TEC-MA-5502,Teknoloji,Makine,Okidata Inkjet. White,124.50,-46.31
TU-2017-CS1950134-41870,19/08/2017,23/08/2017,CS-1950134,Carlos Soltero,Tüketici,Marmara,İstanbul,Kartal,OFF-ST-4262,Ofis Malzemeleri,Depolama,Fellowes Folders. Industrial,21.50,1.90
TU-2017-CS1950134-41870,19/08/2017,23/08/2017,CS-1950134,Carlos Soltero,Tüketici,Marmara,İstanbul,Kartal,OFF-ST-6046,Ofis Malzemeleri,Depolama,Smead Lockers. Blue,79.37,-5.33
TU-2017-EB3870134-41872,21/08/2017,22/08/2017,EB-3870134,Emily Burns,Tüketici,Marmara,İstanbul,Kartal,TEC-PH-5349,Teknoloji,Telefon,Nokia Office Telephone. with Caller ID,52.10,8.00
TU-2017-JF5355134-41874,23/08/2017,27/08/2017,JF-5355134,Jay Fein,Tüketici,Marmara,İstanbul,Kartal,OFF-BI-2901,Ofis Malzemeleri,Cilt,Acco Binding Machine. Economy,40.87,11.73
TU-2017-JF5355134-41874,23/08/2017,27/08/2017,JF-5355134,Jay Fein,Tüketici,Marmara,İstanbul,Kartal,OFF-BI-3256,Ofis Malzemeleri,Cilt,Avery Binding Machine. Durable,40.27,5.41
TU-2017-JF5355134-41874,23/08/2017,27/08/2017,JF-5355134,Jay Fein,Tüketici,Marmara,İstanbul,Kartal,OFF-AP-4491,Ofis Malzemeleri,Araç Gereç,Hamilton Beach Blender. Silver,28.42,2.62
TU-2017-JF5355134-41874,23/08/2017,27/08/2017,JF-5355134,Jay Fein,Tüketici,Marmara,İstanbul,Kartal,OFF-BI-2893,Ofis Malzemeleri,Cilt,Acco Binder Covers. Economy,10.66,0.06
TU-2017-JF5355134-41874,23/08/2017,27/08/2017,JF-5355134,Jay Fein,Tüketici,Marmara,İstanbul,Kartal,OFF-BI-3252,Ofis Malzemeleri,Cilt,Avery Binder. Durable,5.76,1.45
TU-2017-BO1350134-41876,25/08/2017,01/09/2017,BO-1350134,Bill Overfelt,Kurumsal,Akdeniz,Antalya,Kepez,OFF-AR-5903,Ofis Malzemeleri,Sanat,Sanford Canvas. Easy-Erase,20.32,2.87
TU-2017-AC420164-41877,26/08/2017,27/08/2017,AC-420164,Alyssa Crouse,Kurumsal,Marmara,İstanbul,Kartal,OFF-BI-3727,Ofis Malzemeleri,Cilt,Cardinal Binding Machine. Recycled,40.10,9.16
TU-2017-KM6225134-41879,28/08/2017,02/09/2017,KM-6225134,Kalyca Meade,Kurumsal,Marmara,Bursa,Orhangazi,OFF-BI-3722,Ofis Malzemeleri,Cilt,Cardinal Binder. Economy,22.13,2.79
TU-2017-NH8610134-41879,28/08/2017,01/09/2017,NH-8610134,Nicole Hansen,Kurumsal,İç Anadolu,Kırşehir,Kaman,TEC-PH-5248,Teknoloji,Telefon,Motorola Audio Dock. VoIP,555.07,-43.37
TU-2017-SB10170134-41882,31/08/2017,06/09/2017,SB-10170134,Sarah Bern,Tüketici,İç Anadolu,Ankara,Çankaya,FUR-CH-5414,Mobilya,Sandalye,Novimex Swivel Stool. Set of Two,66.68,-36.70
TU-2017-SB10170134-41882,31/08/2017,06/09/2017,SB-10170134,Sarah Bern,Tüketici,İç Anadolu,Ankara,Çankaya,FUR-FU-4102,Mobilya,Mobilya,Eldon Stacking Tray. Duo Pack,12.62,2.16
TU-2017-LD7005134-41884,02/09/2017,07/09/2017,LD-7005134,Lisa DeCherney,Tüketici,Marmara,Bursa,Orhangazi,TEC-AC-5865,Teknoloji,Aksesuar,SanDisk Keyboard. Erganomic,31.72,3.28
TU-2017-DE3255134-41885,03/09/2017,07/09/2017,DE-3255134,Deanra Eno,Ev-Ofis,İç Anadolu,Ankara,Çankaya,FUR-FU-4064,Mobilya,Mobilya,Eldon Frame. Black,558.00,46.40
TU-2017-KH6630134-41885,03/09/2017,07/09/2017,KH-6630134,Ken Heidel,Kurumsal,Akdeniz,Antalya,Alanya,TEC-PH-3150,Teknoloji,Telefon,Apple Speaker Phone. Cordless,100.92,9.88
TU-2017-KH6630134-41885,03/09/2017,07/09/2017,KH-6630134,Ken Heidel,Kurumsal,Akdeniz,Antalya,Alanya,TEC-PH-3153,Teknoloji,Telefon,Apple Speaker Phone. with Caller ID,49.32,3.17
TU-2017-KH6630134-41885,03/09/2017,07/09/2017,KH-6630134,Ken Heidel,Kurumsal,Akdeniz,Antalya,Alanya,TEC-AC-3397,Teknoloji,Aksesuar,Belkin Numeric Keypad. Erganomic,23.70,4.35
TU-2017-KH6630134-41885,03/09/2017,07/09/2017,KH-6630134,Ken Heidel,Kurumsal,Akdeniz,Antalya,Alanya,FUR-CH-4557,Mobilya,Sandalye,Harbour Creations Steel Folding Chair. Adjustable,40.15,12.00
TU-2017-PF9225134-41886,04/09/2017,06/09/2017,PF-9225134,Phillip Flathmann,Tüketici,Marmara,İstanbul,Kartal,OFF-ST-4268,Ofis Malzemeleri,Depolama,Fellowes Lockers. Single Width,331.78,35.66
TU-2017-PF9225134-41886,04/09/2017,06/09/2017,PF-9225134,Phillip Flathmann,Tüketici,Marmara,İstanbul,Kartal,OFF-AR-5913,Ofis Malzemeleri,Sanat,Sanford Highlighters. Water Color,30.29,8.19
TU-2017-PF9225134-41886,04/09/2017,06/09/2017,PF-9225134,Phillip Flathmann,Tüketici,Marmara,İstanbul,Kartal,TEC-MA-4192,Teknoloji,Makine,Epson Calculator. Wireless,37.13,9.31
TU-2017-PF9225134-41886,04/09/2017,06/09/2017,PF-9225134,Phillip Flathmann,Tüketici,Marmara,İstanbul,Kartal,OFF-AP-4510,Ofis Malzemeleri,Araç Gereç,Hamilton Beach Toaster. Red,23.00,3.23
TU-2017-PF9225134-41886,04/09/2017,06/09/2017,PF-9225134,Phillip Flathmann,Tüketici,Marmara,İstanbul,Kartal,OFF-AP-4493,Ofis Malzemeleri,Araç Gereç,Hamilton Beach Coffee Grinder. Black,16.84,4.41
TU-2017-HR4770134-41887,05/09/2017,08/09/2017,HR-4770134,Hallie Redmond,Ev-Ofis,Marmara,İstanbul,Kartal,OFF-SU-4308,Ofis Malzemeleri,Sarf Malzemesi,Fiskars Letter Opener. Easy Grip,11.17,3.33
TU-2017-EM4065134-41891,09/09/2017,13/09/2017,EM-4065134,Erin Mull,Tüketici,Marmara,İstanbul,Kartal,OFF-EN-3658,Ofis Malzemeleri,Zarf,Cameo Clasp Envelope. Security-Tint,9.53,2.59
TU-2017-EM4065134-41891,09/09/2017,13/09/2017,EM-4065134,Erin Mull,Tüketici,Marmara,İstanbul,Kartal,OFF-AR-3525,Ofis Malzemeleri,Sanat,Boston Canvas. Blue,21.46,1.77
TU-2017-AH195134-41891,09/09/2017,16/09/2017,AH-195134,Alan Haines,Kurumsal,İç Anadolu,Kayseri,Melikgazi,FUR-BO-3629,Mobilya,Kitaplık,Bush Corner Shelving. Mobile,404.83,182.21
TU-2017-AH195134-41891,09/09/2017,16/09/2017,AH-195134,Alan Haines,Kurumsal,İç Anadolu,Kayseri,Melikgazi,TEC-PH-5260,Teknoloji,Telefon,Motorola Office Telephone. Full Size,175.32,-122.76
TU-2017-BP1185134-41892,10/09/2017,14/09/2017,BP-1185134,Ben Peterman,Kurumsal,Ege,Manisa,Akhisar,FUR-CH-4563,Mobilya,Sandalye,Harbour Creations Swivel Stool. Red,72.05,4.04
TU-2017-JB5925134-41894,12/09/2017,16/09/2017,JB-5925134,Joni Blumstein,Tüketici,D.Anadolu ,Ardahan,Göle,OFF-ST-6252,Ofis Malzemeleri,Depolama,Tenex Folders. Wire Frame,35.66,0.78
TU-2017-JP5460134-41895,13/09/2017,16/09/2017,JP-5460134,Jennifer Patt,Kurumsal,Marmara,İstanbul,Esenyurt,OFF-AR-3478,Ofis Malzemeleri,Sanat,Binney & Smith Canvas. Water Color,21.82,6.56
TU-2017-CS1845134-41896,14/09/2017,16/09/2017,CS-1845134,Cari Sayre,Kurumsal,Marmara,İstanbul,Esenyurt,FUR-BO-5780,Mobilya,Kitaplık,Safco Floating Shelf Set. Traditional,157.39,-2.99
TU-2017-CS1845134-41896,14/09/2017,16/09/2017,CS-1845134,Cari Sayre,Kurumsal,Marmara,İstanbul,Esenyurt,OFF-ST-4263,Ofis Malzemeleri,Depolama,Fellowes Folders. Single Width,21.14,10.06
TU-2017-NC8535134-41899,17/09/2017,21/09/2017,NC-8535134,Nick Crebassa,Kurumsal,Akdeniz,Hatay,Antakya,TEC-PH-5260,Teknoloji,Telefon,Motorola Office Telephone. Full Size,175.32,12.76
TU-2017-NC8340134-41900,18/09/2017,23/09/2017,NC-8340134,Nat Carroll,Tüketici,İç Anadolu,Eskişehir,Tepebaşı,FUR-BO-4850,Mobilya,Kitaplık,Ikea Classic Bookcase. Pine,165.24,39.61
TU-2017-AA315134-41901,19/09/2017,23/09/2017,AA-315134,Alex Avila,Tüketici,Marmara,Bursa,Orhangazi,FUR-BO-4861,Mobilya,Kitaplık,Ikea Library with Doors. Mobile,146.36,21.28
TU-2017-SC10020164-41901,19/09/2017,23/09/2017,SC-10020164,Sam Craven,Tüketici,Akdeniz,Mersin,Silifke,TEC-MA-6141,Teknoloji,Makine,StarTech Inkjet. White,119.57,4.83
TU-2017-SC10020164-41901,19/09/2017,23/09/2017,SC-10020164,Sam Craven,Tüketici,Akdeniz,Mersin,Silifke,TEC-MA-6137,Teknoloji,Makine,StarTech Card Printer. Red,64.26,8.72
TU-2017-SC10020164-41901,19/09/2017,23/09/2017,SC-10020164,Sam Craven,Tüketici,Akdeniz,Mersin,Silifke,OFF-EN-4916,Ofis Malzemeleri,Zarf,Jiffy Mailers. Set of 50,59.47,6.57
TU-2017-JR5670134-41905,23/09/2017,28/09/2017,JR-5670134,Jim Radford,Tüketici,Marmara,Balıkesir,Bandırma,FUR-FU-3928,Mobilya,Mobilya,Deflect-O Clock. Black,20.12,1.69
TU-2017-CC2475134-41905,23/09/2017,29/09/2017,CC-2475134,Cindy Chapman,Tüketici,Ege,İzmir,Torbalı,TEC-AC-5131,Teknoloji,Aksesuar,Logitech Numeric Keypad. Erganomic,35.30,6.78
TU-2017-CC2475134-41905,23/09/2017,29/09/2017,CC-2475134,Cindy Chapman,Tüketici,Ege,İzmir,Torbalı,FUR-FU-4075,Mobilya,Mobilya,Eldon Light Bulb. Duo Pack,20.21,-1.15
TU-2017-SP10620164-41906,24/09/2017,29/09/2017,SP-10620164,Stefania Perrino,Kurumsal,İç Anadolu,Eskişehir,Tepebaşı,TEC-CO-3589,Teknoloji,Fotokopi Makinesi,Brother Copy Machine. Laser,104.77,14.55
TU-2017-MG7680134-41906,24/09/2017,29/09/2017,MG-7680134,Maureen Gastineau,Ev-Ofis,Ege,İzmir,Torbalı,TEC-PH-5359,Teknoloji,Telefon,Nokia Speaker Phone. VoIP,295.78,41.52
TU-2017-MG7680134-41906,24/09/2017,29/09/2017,MG-7680134,Maureen Gastineau,Ev-Ofis,Ege,İzmir,Torbalı,OFF-ST-6248,Ofis Malzemeleri,Depolama,Tenex File Cart. Single Width,53.84,7.53
TU-2017-MG7680134-41906,24/09/2017,29/09/2017,MG-7680134,Maureen Gastineau,Ev-Ofis,Ege,İzmir,Torbalı,OFF-ST-6272,Ofis Malzemeleri,Depolama,Tenex Shelving. Blue,21.86,0.07
TU-2017-MG7680134-41906,24/09/2017,29/09/2017,MG-7680134,Maureen Gastineau,Ev-Ofis,Ege,İzmir,Torbalı,FUR-FU-3067,Mobilya,Mobilya,Advantus Stacking Tray. Erganomic,10.00,3.25
TU-2017-DM3345134-41908,26/09/2017,26/09/2017,DM-3345134,Denise Monton,Kurumsal,Ege,İzmir,Bornova,TEC-PH-5267,Teknoloji,Telefon,Motorola Smart Phone. Cordless,3085.34,408.38
TU-2017-DM3345134-41908,26/09/2017,26/09/2017,DM-3345134,Denise Monton,Kurumsal,Ege,İzmir,Bornova,OFF-AR-3477,Ofis Malzemeleri,Sanat,Binney & Smith Canvas. Fluorescent,42.10,3.16
TU-2017-PJ9015134-41909,27/09/2017,01/10/2017,PJ-9015134,Pauline Johnson,Tüketici,Karadeniz,Amasya,Merzifon,OFF-BI-3291,Ofis Malzemeleri,Cilt,Avery Hole Reinforcements. Economy,3.53,1.45
TU-2017-SL10155134-41909,27/09/2017,29/09/2017,SL-10155134,Sara Luxemburg,Ev-Ofis,Marmara,İstanbul,Kartal,OFF-PA-4463,Ofis Malzemeleri,Kağıt,Green Bar Cards & Envelopes. Premium,19.36,1.03
TU-2017-ON8715134-41910,28/09/2017,30/09/2017,ON-8715134,Odella Nelson,Kurumsal,GD Anadolu,Batman,Merkez,FUR-BO-5967,Mobilya,Kitaplık,Sauder Library with Doors. Mobile,624.24,72.36
TU-2017-ON8715134-41910,28/09/2017,30/09/2017,ON-8715134,Odella Nelson,Kurumsal,GD Anadolu,Batman,Merkez,TEC-AC-5887,Teknoloji,Aksesuar,SanDisk Numeric Keypad. Bluetooth,22.22,3.34
TU-2017-ON8715134-41910,28/09/2017,30/09/2017,ON-8715134,Odella Nelson,Kurumsal,GD Anadolu,Batman,Merkez,FUR-CH-5756,Mobilya,Sandalye,SAFCO Chairmat. Adjustable,149.54,12.24
TU-2017-ON8715134-41910,28/09/2017,30/09/2017,ON-8715134,Odella Nelson,Kurumsal,GD Anadolu,Batman,Merkez,OFF-LA-4685,Ofis Malzemeleri,Etiket,Hon Round Labels. 5000 Label Set,5.64,-0.96
TU-2017-ON8715134-41910,28/09/2017,30/09/2017,ON-8715134,Odella Nelson,Kurumsal,GD Anadolu,Batman,Merkez,FUR-FU-5738,Mobilya,Mobilya,Rubbermaid Photo Frame. Erganomic,20.15,2.62
TU-2017-TB11355134-41917,05/10/2017,06/10/2017,TB-11355134,Todd Boyes,Kurumsal,İç Anadolu,Ankara,Çankaya,OFF-FA-2957,Ofis Malzemeleri,Sabitleyici,Accos Staples. Bulk Pack,4.38,-0.38
TU-2017-JG5115134-41919,07/10/2017,11/10/2017,JG-5115134,Jack Garza,Tüketici,İç Anadolu,Nevşehir,Ürgüp,FUR-BO-3898,Mobilya,Kitaplık,Dania Floating Shelf Set. Mobile,68.75,6.74
TU-2017-JG5115134-41919,07/10/2017,11/10/2017,JG-5115134,Jack Garza,Tüketici,İç Anadolu,Nevşehir,Ürgüp,OFF-AR-6112,Ofis Malzemeleri,Sanat,Stanley Highlighters. Fluorescent,12.77,1.39
TU-2017-GM4455134-41930,18/10/2017,19/10/2017,GM-4455134,Gary Mitchum,Ev-Ofis,Marmara,İstanbul,Kartal,OFF-ST-4030,Ofis Malzemeleri,Depolama,Eldon Box. Single Width,4.12,0.20
TU-2017-RA9285134-41933,21/10/2017,25/10/2017,RA-9285134,Ralph Arnett,Tüketici,Akdeniz,Adana,Ceyhan,OFF-AP-3874,Ofis Malzemeleri,Araç Gereç,Cuisinart Stove. Silver,1724.93,129.79
TU-2017-RA9285134-41933,21/10/2017,25/10/2017,RA-9285134,Ralph Arnett,Tüketici,Akdeniz,Adana,Ceyhan,TEC-PH-3790,Teknoloji,Telefon,Cisco Headset. Cordless,146.06,18.34
TU-2017-RA9285134-41933,21/10/2017,25/10/2017,RA-9285134,Ralph Arnett,Tüketici,Akdeniz,Adana,Ceyhan,OFF-AP-3563,Ofis Malzemeleri,Araç Gereç,Breville Blender. Black,35.35,9.46
TU-2017-CL1890134-41941,29/10/2017,02/11/2017,CL-1890134,Carl Ludwig,Tüketici,D.Anadolu ,Van,Erciş,OFF-AP-3564,Ofis Malzemeleri,Araç Gereç,Breville Blender. Silver,36.10,8.81
TU-2017-SK9990134-41942,30/10/2017,05/11/2017,SK-9990134,Sally Knutson,Tüketici,Marmara,İstanbul,Kartal,TEC-PH-5247,Teknoloji,Telefon,Motorola Audio Dock. Full Size,69.86,5.42
TU-2017-JA5970134-41949,06/11/2017,09/11/2017,JA-5970134,Joseph Airdo,Tüketici,Akdeniz,Mersin,Silifke,TEC-MA-4192,Teknoloji,Makine,Epson Calculator. Wireless,18.56,4.66
TU-2017-AW840134-41956,13/11/2017,15/11/2017,AW-840134,Anthony Witt,Tüketici,Ege,İzmir,Torbalı,TEC-MA-5014,Teknoloji,Makine,Konica Printer. Durable,107.18,-83.08
